quarter,RCFD8783_qoq,RCONA567_qoq,RIAD4652_qoq,RCFD8719_qoq,RCFDA556_qoq,RCONB550_qoq,RCFDB559_qoq,RCFDB857_qoq,RCON3499_qoq,RCFN6631_qoq,RCFDA557_qoq,RCFD3368_qoq,RIAD4460_qoq,RCFD3819_qoq,RCON3485_qoq,RIADB492_qoq,RCFD1773_qoq,RIAD5409_qoq,RCFDB560_qoq,RCFD8703_qoq,RCFD0081_qoq,RCFD2107_qoq,RCFD8742_qoq,RCFD1255_qoq,RCFD3815_qoq,RCFNB572_qoq,RCFN3360_qoq,RCONB563_qoq,RCFD8747_qoq,RIAD4020_qoq,RCON5370_qoq,RIAD8757_qoq,RCFD8733_qoq,RCFD0416_qoq,RCONB551_qoq,RCFD3839_qoq,RCFDB860_qoq,RIADB514_qoq,RCON5512_qoq,RCFD3200_qoq,RCFD8745_qoq,RCFD6165_qoq,RCFD3163_qoq,RIAD4646_qoq,RCON2210_qoq,RCON6636_qoq,RIAD4415_qoq,RIAD4093_qoq,RCON1752_qoq,RIAD4070_qoq,RIAD4300_qoq,RCON2107_qoq,RCFD1583_qoq,RIAD4074_qoq,RCFD3529_qoq,RCFD3433_qoq,RCFNB573_qoq,RCFD5389_qoq,RCON0090_qoq,RCFDB571_qoq,RIAD4010_qoq,RIAD4628_qoq,RIAD3217_qoq,RIAD4643_qoq,RCFD8715_qoq,RCFDA559_qoq,RIADB508_qoq,RCFD1739_qoq,RCFDB530_qoq,RCFD0010_qoq,RCFD3210_qoq,RCFDB850_qoq,RCFDB805_qoq,RCFDB846_qoq,RCFD8710_qoq,RCFD5380_qoq,RCON9999_qoq,RCON2200_qoq,RCFD3381_qoq,RIAD4313_qoq,RCFD8711_qoq,RCON0070_qoq,RCON5511_qoq,RIADB497_qoq,RCFDB558_qoq,RCFD5382_qoq,RCFD8700_qoq,RCFD6558_qoq,RCFD3822_qoq,RCFDA570_qoq,RCFDA589_qoq,RCFD1590_qoq,RCFD1742_qoq,RCFDB537_qoq,RIAD4092_qoq,RCFD1763_qoq,RIAD4107_qoq,RIAD4172_qoq,RCON2385_qoq,RCFD8498_qoq,RCFN2200_qoq,RIAD4056_qoq,RCON2165_qoq,RCON3129_qoq,RCFD8738_qoq,RCFD2081_qoq,RCFD2930_qoq,RCFDA574_qoq,RCON5508_qoq,RCFDB534_qoq,RCFDA591_qoq,RCFD8704_qoq,RCFDA554_qoq,RCFD8697_qoq,RCFD3365_qoq,RCON2192_qoq,RCONB561_qoq,RCFD3353_qoq,RIAD5411_qoq,RCFD1743_qoq,RCFDB556_qoq,RIAD4135_qoq,RIAD4024_qoq,RCFD2145_qoq,RCON0082_qoq,RCFDA222_qoq,RIADB513_qoq,RCONB562_qoq,RIAD4185_qoq,RCFN5513_qoq,RCFDB533_qoq,RCONB535_qoq,RIAD4635_qoq,RCONB534_qoq,RIAD8759_qoq,RCFD8739_qoq,RCFDA590_qoq,RCFDA551_qoq,RIADA220_qoq,RCFD3546_qoq,RCFDA248_qoq,RCFD3430_qoq,RCON1545_qoq,RCON3500_qoq,RCON3360_qoq,RCFD1252_qoq,RCFD8714_qoq,RCFDA575_qoq,RCFD1741_qoq,RIAD3521_qoq,RCFDA555_qoq,RIAD4060_qoq,RCON1763_qoq,RCFD1744_qoq,RIAD4069_qoq,RCFD5460_qoq,RCFD3506_qoq,RIADB489_qoq,RCFD0071_qoq,RCFD3401_qoq,RIAD8431_qoq,RCFD1771_qoq,RIAD3589_qoq,RCON5510_qoq,RCFD8699_qoq,RCFD2123_qoq,RCFD8694_qoq,RCFD0090_qoq,RCFN3404_qoq,RCFD3548_qoq,RCONA566_qoq,RCFDA549_qoq,RIADB512_qoq,RIAD4301_qoq,RIAD4507_qoq,RCON3387_qoq,RCFD1286_qoq,RCONB531_qoq,RCFNA245_qoq,RCFD3820_qoq,RIADB496_qoq,RCFD6550_qoq,RCFD8727_qoq,RCONB549_qoq,RCFD8741_qoq,RCFD8726_qoq,RIAD4618_qoq,RCFD3507_qoq,RIAD5412_qoq,RCFDB838_qoq,RCFD6164_qoq,RIAD4079_qoq,RIAD4065_qoq,RCFDB576_qoq,RIAD4470_qoq,RCFD3432_qoq,RCON0352_qoq,RCON3386_qoq,RCFD3547_qoq,RCFD1253_qoq,RCFD2150_qoq,RCFD1254_qoq,RCON0010_qoq,RIADB485_qoq,RCFDB849_qoq,RCFD8737_qoq,RCFDA571_qoq,RCFD8735_qoq,RCONB552_qoq,RIAD5415_qoq,RCFD8743_qoq,RIADB515_qoq,RCON2081_qoq,RCON2216_qoq,RCFD1248_qoq,RCON2213_qoq,RCFD1256_qoq,RCFD1287_qoq,RCFDA573_qoq,RIAD4340_qoq,RCFD8695_qoq,RCFD3300_qoq,RCFD8707_qoq,RCFD8499_qoq,RCFDB843_qoq,RCFD8696_qoq,RCFNB554_qoq,RCFD8709_qoq,RCONA564_qoq,RCFDB528_qoq,RCFN2898_qoq,RIAD4302_qoq,RCFNB553_qoq,RIAD4059_qoq,RCFD6560_qoq,RCFD1737_qoq,RCON1590_qoq,RCFD1772_qoq,RCFD3128_qoq,RCFD5591_qoq,RCFD8734_qoq,RIAD4115_qoq,RCFDB837_qoq,RIAD4627_qoq,RCFD1752_qoq,RCFD2170_qoq,RCON6631_qoq,RCFDA127_qoq,RIAD4150_qoq,RCFD8496_qoq,RCFD1746_qoq,RCFD8746_qoq,RCON2377_qoq,RCON2203_qoq,RCFD8706_qoq,RIADB522_qoq,RCFD8712_qoq,RIAD0093_qoq,RIAD5416_qoq,RCFN2625_qoq,RCFDB536_qoq,RCON2122_qoq,RCFD3826_qoq,RIADB507_qoq,RIADB511_qoq,RCFD3190_qoq,RIAD3210_qoq,RCFDB859_qoq,RCFDB852_qoq,RCFD3814_qoq,RIAD4073_qoq,RCFD3505_qoq,RIAD4645_qoq,RCFDB858_qoq,RCFD8765_qoq,RCFD3000_qoq,RCFDA572_qoq,RCON0080_qoq,RCFD1251_qoq,RCONB539_qoq,RCFD1738_qoq,RCFD3355_qoq,RCFD8705_qoq,RCFD8723_qoq,RCFDB847_qoq,RIAD4662_qoq,RCFDB861_qoq,RCFDB842_qoq,RCON6810_qoq,RCON2215_qoq,RCFD5381_qoq,RCFN2133_qoq,RCFD2148_qoq,RCFNB555_qoq,RCFDB856_qoq,RCON2163_qoq,RCFD2746_qoq,RCFD3549_qoq,RCONA565_qoq,RIADB491_qoq,RIADB487_qoq,RIAD4655_qoq,RCFDB704_qoq,RCFDA562_qoq,RIAD8758_qoq,RCFD8716_qoq,RCFD5459_qoq,RCFD1250_qoq,RCON1797_qoq,RIAD3588_qoq,RCFD2948_qoq,RCFDB845_qoq,RCFD2122_qoq,RCFD5391_qoq,RIAD4012_qoq,RIADB488_qoq,RCFD1754_qoq,RCFD8701_qoq,RCON1460_qoq,RCFD3817_qoq,RCON5367_qoq,RCFD3484_qoq,RCFDB851_qoq,RCFD3164_qoq,RCON0020_qoq,RCFD8724_qoq,RCON5597_qoq,RCFDB532_qoq,RIAD4200_qoq,RIAD4230_qoq,RCON6648_qoq,RCFDB841_qoq,RCFD2160_qoq,RCFD8720_qoq,RCFDB844_qoq,RCON2202_qoq,RCFD0211_qoq,RCFD8728_qoq,RCON1764_qoq,RIAD8760_qoq,RCON2236_qoq,RCFD8740_qoq,RIAD4356_qoq,RCON1420_qoq,RCON5368_qoq,RCON2941_qoq,RCFN2650_qoq,RCFD1764_qoq,RCFDB839_qoq,RCFDA561_qoq,RCON5400_qoq,RCON2520_qoq,RCFDB575_qoq,RIADA251_qoq,RCFDB538_qoq,RIAD4508_qoq,RIAD4080_qoq,RIADB509_qoq,RCFDB539_qoq,RCFD8713_qoq,RIAD4617_qoq,RCON2530_qoq,RCFD8693_qoq,RIAD4180_qoq,RIAD4217_qoq,RIAD3123_qoq,RCFD8497_qoq,RCON3190_qoq,RCFDB804_qoq,RCFD2130_qoq,RIAD4513_qoq,RCFDA558_qoq,RCFDB853_qoq,RCONB538_qoq,RCFDB529_qoq,RCON2365_qoq,RCFDA553_qoq,RCFDA552_qoq,RCFD8782_qoq,RCFD2651_qoq,RCFD5461_qoq,RCON2123_qoq,RCON6835_qoq,RIADB493_qoq,RIADB486_qoq,RCFD5369_qoq,RCFD2168_qoq,RCFD8698_qoq,RCFDB577_qoq,RCONA569_qoq,RCFD3123_qoq,RCON3501_qoq,RCFD1594_qoq,RCFD8736_qoq,RCFD8725_qoq,RCFDB840_qoq,RCFD3838_qoq,RCFDB570_qoq,RIAD3196_qoq,RCFD3632_qoq,RCFD0213_qoq,RCFD3450_qoq,RIAD4605_qoq,RCFDA247_qoq,RCFN6636_qoq,RCFD1249_qoq,RCFD0022_qoq,RCFDB848_qoq,RCFD8708_qoq,RIAD4644_qoq,RCFD3545_qoq,RCFD1597_qoq,RCFNB574_qoq,RCFDA126_qoq,RCFD8702_qoq,RCONA568_qoq,RCON5398_qoq,RCFDA560_qoq,RCFD3821_qoq,RIAD4518_qoq,RCFDA550_qoq,nn_score,lof_score,ensemble_score,nn_anomaly,lof_anomaly,is_anomaly,reconstruction_error,anomaly_score
12/31/2006,500.0,924.779086892489,46.774193548387096,29.6972210700954,100.0,46.81098582841151,346.4281664587822,3714.285714285714,1100.0,6.111639277468424,1100.0,23.972230291924586,15.753424657534246,2.6512976573265963,77.41065407956845,-38.18849449204407,36.2305306122449,0.0,-4.743975903614458,-21.494404213298225,16.304949277589916,653.9215686274509,29.230769230769237,-85.43046357615894,-83.11208781644709,14.609571788413096,2.992705255109421,38.370701432943946,0.0,-17.37226277372263,933.4466527196652,-22.741764080765144,-0.1830167558058956,9.346553721619548,65.08771929824562,59.87503197281397,-38.81208397337429,-29.90314769975787,100.0,26.89655172413793,77.77777777777779,46.66666666666666,45.35973875487201,31.28491620111732,52.490390775144135,42.37675815922436,4731.707317073171,24.26657369128854,174.01935812531838,36.43790849673202,23.20886660509302,653.9215686274509,0.0,44.58764446057965,0.0,9.055982977549672,0.0,0.0,1744.642857142857,42.9361018784778,71.30192291684008,83.33333333333334,0.0,0.0,5.328323999905484,192.22222222222223,0.0,9.306930693069306,-29.176114890400605,35.14648299287635,17.238008237575524,0.0,127400.3861003861,0.0,12.154840340475106,100.0,0.0015004289432244,47.49919212954652,25.668820790772013,100.0,19.969203695556534,222.22222222222223,0.0,37.04253214638971,-1.1800135209882612,-100.0,5.601503759398496,0.0,13.583815028901732,14.846200011834018,139.33129416728192,42.070484581497794,0.0,-2.888482632541133,9.19568719791796,5.638182801514332,63.06945147930757,44.66168492169106,47.981581833430106,25.10844177510844,9.068960778645994,0.0,29.017389482505763,58.08639197788776,28.584403788763463,62.82722513089005,6.742482132422349,4.812707444286392,100.0,-86.83176443877818,-78.61543867869275,95.98393574297188,-9.530602726948509,25.58179120225154,-47.499458757306776,49.22262111518636,-100.0,5.7558561249306655,168.75,0.0,24.37003213258921,37.52908587257618,300.0,11.902088479676625,247.28056004308024,0.0,31.25,0.9897610921501706,266.9693039342845,-7.272727272727272,821.4186369958276,-46.76952748312439,16.188426590148257,-86.83176443877818,-6.135986733001658,1.6698556270655764,-0.2933088909257562,-1.1379069852806225,16.354515050167223,-27.407516147974164,-17.06424334216837,70.28021511463346,60.42160737812912,0.0,68.40025160453557,-83.33333333333334,10.007698880701192,471.8977041557687,10.625470987189148,0.0,-27.450980392156865,22.07432057681641,8.40639698965193,-13.656351230270866,33.10249307479224,-30.0,0.0,336.47342995169083,46.87511959891309,3.1596118376539724,0.0,100.0,0.0,2200.0,-4.356705241660993,70.09345794392523,7.349365036476628,1744.642857142857,6.780803726479662,-4.988876896984648,880.1818181818182,-17.12719298245614,46.774193548387096,22.05063043690744,34.0956340956341,12.553822263005577,-4.654098636593166,673.2023575638507,4.203125418104948,-10.583540570238853,132.08020050125313,6.477732793522267,0.0,46.85835995740149,-8.369829683698297,1.7611447440836543,11.827956989247312,0.0,0.0,0.0,27.58620689655172,1.84187445182308,51.813471502590666,-60.23316062176166,0.0,0.0,43.26901248581157,373.3333333333333,-1.0313820000518283,117.3913043478261,221.66666666666669,-64.46700507614213,110.61210911510312,-97.11760184473482,100.0,0.8386034930759446,8.76364380148385,1.337413578148022,-63.888888888888886,128.57142857142858,0.0,-30.25,39.47368421052632,-3.225806451612903,19.365079365079367,-25.779967159277504,-39.29961089494164,-5.143101238786843,-23.347430623949943,23.20886660509302,-66.36363636363637,24.88295633554722,-40.93214965123653,24.43802183686577,0.0,27.362637362637365,20.860251615096907,22.14244084684,1197.278911564626,30.911305243928144,9.671213711087791,18.74057315233786,9.182083914738008,32.514488935721815,0.0,0.0,373.3333333333333,36.3476114930372,-79.3103448275862,-68.43373493975903,28.160110684382527,44.29874572405929,5.42512609129778,0.0,104.67637039331062,24.88295633554722,74.67288450219586,8.4929343959818,-0.572257280602046,0.0,-13.673200803491032,26.17283950617284,0.0,127.5,66.72051696284329,0.0,-34.568510038746034,79.11424257674888,-11.377245508982035,6.852658276307603,-88.4090909090909,69.7717850277396,9.848814243517689,0.0,-36.4494806421152,205.9666549973744,17.238008237575524,0.0,2753.846153846154,232.50416319733557,80.99906081239727,0.0,52.17391304347826,0.0,-38.67426082495047,83.18890814558058,-29.950071720180954,154.06162464985997,-7.100591715976331,45.76,0.0,161.9078104993598,-68.85627095724949,13.14043060212253,0.0,31.25,-38.760880696364566,0.0,42.141331643549485,43.57578540040664,-93.33333333333331,5.337361530715005,17.085554709317087,24.107142857142858,3710.714285714285,0.0,-22.31404958677686,0.0,1344.1458733205377,150.0,121.58042519053348,100.0,18.7418110290793,100.0,28.243992606284657,-24.14419528810673,-40.10695187165776,2.936630602782071,229.96108949416345,100.0,25.47147021189613,10.631741140215716,31.80755791081388,0.0,61.09550561797753,35.39445628997868,100.0,-73.90091483327785,877.0651117589892,138.5964912280702,953.343701399689,18.729981896671774,0.0,-0.2933088909257562,12.678331090174966,-17.040111142775718,48.124719422111575,-93.29004329004329,38.14303638644919,36.56212782850338,190.0210822206606,-97.07890743550834,18.727493859251663,-11.16155024683652,10.631741140215716,3550.0,100.0,0.0,51.81711606096131,65.0,2.564102564102564,-13.185277216959154,100.0,30.76923076923077,3538.8172043010754,44.48265919762749,10.521267923080613,4.002955405761017,0.0,100.0,268.75,0.0,-50.49954586739328,0.0,-48.03941570099559,34.61538461538461,76.69172932330827,0.0,0.3578732106339468,7.74435019352364,16.0,203.8065843621399,-54.22801642333502,30.90128755364807,45.24295630869743,-12.5,0.0,420.78141896657104,628.4263959390863,7.818930041152264,40.0,3050.0,2465.5172413793102,-100.0,31.51832659671988,-24.576052337092197,3.5934038887521536,-3.74851067729814,550.0,512.2331691297209,0.0,228.84615384615384,481.4348646947767,-98.58006042296071,62.16423637759018,105.96899224806202,5.110642781875659,6.915907662876447,-14.516129032258066,1374.4584206848358,-12.5,100.0,100.0,-13.443094629156011,1.0388791059469502,-96.96485623003196,0.0,0.0,114.20118343195269,-14.72950957811359,100.0,1.3344282039098008,7.963936889556725,3.7042031390160814,9.290804708950777,0.0,19.91737975804072,100.0,108.64197530864196,57.89473684210527,4.7473648144789085,0.0,3.3823529411764706,1.7415600715613642,90.52132701421802,551.4066496163683,178.84615384615387,178.37624584717608,0.8305305786258494,187.71929824561403,-14.403078652657069,100.0,3.555997642313557,61.42239905692542,True,True,True,6011758.2052593855,61.42239905692542
12/31/2008,-27.27272727272727,-9.799344392569784,36.84210526315789,-12.27599540813244,5.240174672489083,6.671981454188804,-4.259433376501268,0.0,223.80952380952385,-20.27904341462263,-9.951456310679612,2.80267034548547,0.0,11.949607394891164,-14.872396597242592,-146.86510449651678,-6.217677283301812,0.0,6.35360198550062,-67.06272450953303,-59.46347366876925,-1.9553072625698324,-55.88688946015424,52.94117647058824,-11.35727346529996,17.704918032786885,-12.474741374526248,3.882650076340235,0.0,21.09181141439206,-5.380968672107913,50.997150997151,171.65324816046768,32.00145296040683,14.913294797687865,7.859317070355891,-23.84196185286104,34.61296412838263,55.55555555555556,0.0035345680757811,157.785209959123,-10.526315789473683,-45.98680008516074,30.892857142857142,-14.313038967775402,9.794419100657622,1880.5194805194808,58.400135009703824,-11.553496452873896,24.29078014184397,-452.0902090209021,-1.9553072625698324,189.4736842105263,32.11915700430249,100.0,-58.340934797679424,-100.0,0.0,377.0263550472402,65.13567912311758,28.709295106947348,120.0,0.0,0.0,-19.784381478921908,239.58482462419468,0.0,-11.928783382789318,-61.6331096196868,51.74710088988047,-10.267241664552705,100.0,0.2664898776301995,100.0,-27.58930778739184,0.0,0.0014989345612977,4.565688004799124,93.28813434755448,34.61538461538461,-21.97303528175796,483.3333333333333,100.0,479.1093117408907,-17.76173285198556,100.0,-41.25615763546799,0.0,-8.495145631067961,-10.95430198200143,-3.496441543867938,2.9511918274687856,100.0,-10.725478816018573,61.95168849897848,-12.958471885391404,29.48513474829264,23.227995000892697,7.167798352862132,34.24038215473855,-0.7798781416309593,0.0,-3.266331658291457,4.057605886122021,38.55831236565411,-19.791666666666664,-5.310725734811324,-7.980674373308375,100.0,23.821882256522333,-3.1062580138147826,-23.11453827346248,26.323974789228128,-29.857132232131388,14.736874922060109,11.573706083119214,0.0,17.49455768850188,48.45360824742268,100.0,-7.647364320955596,24.154670237696685,20.0,-9.649902256975295,-10.676835081029552,67.96361798888327,36.36363636363637,3.869714627222471,28.59768424921889,-19.78021978021978,-31.402779996804604,-0.3051881993896236,47.86077705827937,23.821882256522333,-379.7872340425532,0.0219298245614035,-32.21902707884016,76.51917048468772,-1035.0230414746543,-55.61087705859824,13.308761269113912,-36.20071684587813,-14.71825063078217,100.0,-1.3145789587898904,300.0,-16.03966044708548,-11.155821261592704,-11.267942583732058,0.0,-22.058823529411764,47.3320537428023,-12.6862561217047,22.27189517294537,26.799297834991226,16.666666666666664,100.0,26.37987012987013,147.49230404925407,20.09940396831621,0.0,4483400.0,100.0,-9.090909090909092,-68.6775213775331,70.59701492537313,-44.334232661482304,377.0263550472402,-6.994104106933732,29.113480561037992,-6.261180679785331,21.700086111452823,36.84210526315789,-329.6225967244244,34.72222222222222,-5.093531665539779,-18.6411149825784,-31.15403264910296,-2.642677430448712,7.260505926420032,-162.1761658031088,-8.81578947368421,0.0,-10.81532416502947,76.28289473684211,-14.182376693834073,47.22222222222222,0.0,60.0,100.0,-4.444444444444445,-6.041436027202277,31.944444444444443,2.586206896551724,0.0,0.0,-8.91651865008881,11.428571428571429,37.64429133352187,73.1858407079646,-7.135874877810362,96.42857142857144,274.460647223332,0.0,-98.10874704491724,164.3684827543654,-15.5966340722272,-5.312459899910175,170.1657458563536,-59.74025974025974,0.0,22.969187675070028,113.33333333333331,131.21019108280254,15.865384615384617,-26.0752688172043,170.3154875717017,-19.289340101522843,-17.00599198861191,-328.6206896551724,52.67886855241265,1.6597252542860148,-76.04988794699406,15.513337926961317,100.0,-5.917556621781974,-4.76313079299691,-9.772891096919098,-9.329446064139942,-7.913160736232952,5.880847579076671,-236.6597077244259,0.3429349159954483,28.314943863724352,0.0,100.0,2.6490066225165565,-8.650092936802974,-100.0,12.274368231046932,26.206113930839365,34.84770263293753,-8.533726710584812,0.0,-11.16046640755136,1.6597252542860148,-9.842943903872529,-18.36342771820031,-4.389843766975946,100.0,24.76981897627965,221.8978102189781,-58.03108808290155,-35.714285714285715,7.11340206185567,0.0,-53.80895240173085,27.160493827160494,58.333333333333336,1.8427700995690293,-97.47292418772562,-5.34533519957527,-6.906717800100233,0.0,-82.58618340373349,7.350973870567877,-10.267241664552705,0.0,-99.30830039525692,-10.42333561126497,26.121973929236496,100.0,72.57142857142857,0.0,-73.68822256557256,-14.937106918238992,-26.360497508533765,24.21686746987952,-1.3333333333333337,2.857142857142857,100.0,5.162529300460335,-9.30968360498562,-22.980011783020743,100.0,36.36363636363637,-24.35723951285521,100.0,4.075166452517229,-10.658129839189993,0.0,3.942428035043805,55.34804753820034,3.4090909090909087,0.0,0.0,83.29177057356608,0.0,14.224242916294552,0.0,49.92038216560509,0.0,-17.438415778336726,7.671562374722112,77.88461538461539,-67.39604438012542,131.9672131147541,3.021978021978022,4.462335799732716,200.0,2.648448345751111,-95.45454545454544,-10.33417230625218,0.0,27.97558494404883,13.88888888888889,4744500.0,1.161657757752908,-1.620311303904057,-57.0694087403599,-4.027575617012428,-13.274821722435544,100.0,-32.21902707884016,-24.169647419519677,-48.92658923891259,-0.3363471558712531,-49.01960784313725,39.30778739184178,57.18705198822908,36.41584925141972,-55.2901023890785,8.757985340595791,-36.395281376909686,-95.65217391304348,0.0,0.0,0.0,0.2124044180118946,13.414634146341465,43.52517985611511,15.968780971258672,0.0,-4.761904761904762,-10.020805515014128,134.9069809446401,-23.39793626013784,-7.68555200229106,100.0,140.3271028037383,-43.05555555555556,-18.51851851851852,6.865401987353207,103.921568627451,-8.443405322020824,36.36363636363637,33.47280334728033,94.52054794520548,-57.06143659374738,-8.186597954512978,1.0638297872340423,6.964285714285714,0.6945576678514364,25.650557620817843,30.404551201011376,13.468703427719822,100.0,19.49262275530719,-19.32681867535288,-17.045233935158222,35.0,42.50614250614251,-99.4553376906318,0.0,-8.499956544189446,13.633077923955472,90.20932697403283,47.56365516350007,0.0,13.536203522504891,57.24563206577595,8.583690987124463,-1.9946298427311089,16.666666666666664,31.056257175660164,-68.16020917518422,-1.54399640233848,-20.19204887672413,-10.096818810511756,-6.397913603196183,13.468703427719822,-16.27906976744186,100.0,39.332402589161056,-14.702776366348294,-53.26797385620915,0.0,0.0,-88.67924528301887,-28.57612303243403,0.0,-7.009058523897292,23.0,-12.264366372469542,0.9537402401141802,-100.0,-15.604319052594914,-97.9498861047836,-42.1885087153002,226.86567164179104,-4.799968440725272,0.0,2.203856749311295,-9.058042076008212,-28.48588537211292,-8.132695806710954,33.90151515151515,0.6135417427507122,-0.0648508430609597,28.11501597444089,12.213379560318335,0.0,99.99999999999952,39.99999999999981,False,True,True,532.3232249347699,39.99999999999981
