bank_name,quarter,anom_score,systemic_score,adjusted_score,is_anomaly,known_event,known_event_label
JPMorgan Chase Bank,03/31/2001,0.5091936883142025,0.4821972975597834,0.02699639075441912,0,False,
JPMorgan Chase Bank,06/30/2001,0.49983883564114856,0.46945909068038316,0.030379744960765398,0,False,
JPMorgan Chase Bank,09/30/2001,0.48925427117835113,0.4664737972847492,0.022780473893601938,0,True,9/11 Terrorist Attacks — market-wide shock
JPMorgan Chase Bank,12/31/2001,0.4845259111836325,0.4737919704710463,0.010733940712586154,0,False,
JPMorgan Chase Bank,03/31/2002,0.4656260558667751,0.44580276232648225,0.01982329354029283,0,False,
JPMorgan Chase Bank,06/30/2002,0.44737551993562635,0.43581108669959007,0.011564433236036287,0,False,
JPMorgan Chase Bank,09/30/2002,0.4585025492179376,0.4371087980693981,0.021393751148539475,0,False,
JPMorgan Chase Bank,12/31/2002,0.4596414357302344,0.44708176605171684,0.012559669678517571,0,False,
JPMorgan Chase Bank,03/31/2003,0.4545910981915429,0.43755221176832926,0.01703888642321366,0,False,
JPMorgan Chase Bank,06/30/2003,0.4581771106413997,0.43417527356465957,0.02400183707674014,0,False,
JPMorgan Chase Bank,09/30/2003,0.4450233837011779,0.43086646981905624,0.014156913882121647,0,False,
JPMorgan Chase Bank,12/31/2003,0.4557800280468189,0.4413007454193715,0.01447928262744741,0,False,
JPMorgan Chase Bank,03/31/2004,0.454175128180807,0.4298499449871023,0.024325183193704747,0,False,
JPMorgan Chase Bank,06/30/2004,0.44713576629035856,0.42176366743256555,0.025372098857793013,0,False,
JPMorgan Chase Bank,09/30/2004,0.4499581297709727,0.424356253348425,0.025601876422547687,0,False,
JPMorgan Chase Bank,12/31/2004,0.4643418214450914,0.431132151410366,0.033209670034725414,0,False,
JPMorgan Chase Bank,03/31/2005,0.44143174919491257,0.4215252476674352,0.01990650152747736,0,False,
JPMorgan Chase Bank,06/30/2005,0.4443983354831111,0.42255655091730915,0.021841784565801936,0,False,
JPMorgan Chase Bank,09/30/2005,0.43700476225572327,0.42767627047390155,0.009328491781821713,0,False,
