quarter,RCFD8783,RCONA567,RIAD4652,RCFD8719,RCFDA556,RCONB550,RCFDB559,RCFDB857,RCON3499,RCFN6631,RCFDA557,RCFD3368,RIAD4460,RCFD3819,RCON3485,RIADB492,RCFD1773,RIAD5409,RCFDB560,RCFD8703,RCFD0081,RCFD2107,RCFD8742,RCFD1255,RCFD3815,RCFNB572,RCFN3360,RCONB563,RCFD8747,RIAD4020,RCON5370,RCFD5390,RIAD8757,RCFD8733,RCFD5377,RCFD0416,RCFDC010,RCONB551,RCFD3839,RCFDB860,RIADB514,RCON5512,RCFD3200,RCFD8745,RCFD6165,RCFD3163,RIAD4646,RCON2210,RCON6636,RCFDA130,RIAD4415,RIAD4093,RCON1752,RIAD4070,RIAD4300,RCON2107,RCFD1583,RIAD4074,RCFD3529,RCFD3433,RCFD5389,RCON5399,RCON0090,RCFDB571,RIAD4010,RCFD3550,RIAD4628,RIAD3217,RIAD4643,RCFD8715,RCFDA559,RIADB508,RCFD1739,RCFDB530,RCFD0010,RCFD3210,RCFDB850,RCFDB805,RCFDB846,RCFD8710,RCFD5380,RCON9999,RCON2200,RCFD3381,RIAD4313,RCFD8711,RCON0070,RCON5511,RIADB497,RCFDB558,RCFD5382,RCFD8700,RCFD6558,RCFD3822,RCFDA570,RCFDA589,RCFD1590,RCFD1742,RCFDB537,RIAD4092,RCFD1763,RIAD4107,RIAD4172,RCFD3230,RCON2385,RCFD8498,RCFN2200,RIAD4056,RCON2165,RCON3129,RCFD8738,RCFD2081,RCFD2930,RCFDA574,RCON5508,RCFDB534,RCFDA591,RCFD8704,RCFDA554,RCFD8697,RCFD3365,RCON2192,RCONB561,RCFD3353,RIAD5411,RCFD1743,RCFDB556,RIAD4135,RIAD4024,RCFD2145,RCON0082,RCFDA222,RIADB513,RCONB562,RIAD4185,RCFN5513,RCFDB533,RCONB535,RIAD4635,RCONB534,RIAD8759,RCFD8739,RCFDA590,RCFDA551,RIADA220,RCFD3546,RCFDA248,RCON3495,RCON1545,RCON3500,RCON3360,RCFD1252,RCFD8714,RCFDA575,RCFD1741,RIAD3521,RCFDA555,RIAD4060,RCON1763,RCFD1744,RIAD4069,RIAD3584,RCFD5460,RCFD3506,RIADB489,RCON5509,RCFD0071,RCFD3401,RIAD8431,RCFD1771,RIAD3589,RCON5510,RCFD8699,RCFD8694,RCFD0090,RCFN3404,RCFD3530,RCFD3548,RCONA566,RCFDA549,RIAD4665,RIADB512,RIAD4301,RIAD4507,RCON3387,RCFD1286,RCONB531,RCFNA245,RCFD3820,RIADB496,RCFD6550,RCFD8727,RCONB549,RCFD8741,RCFD8726,RIAD4618,RCFD3507,RIAD5412,RCFDB838,RCFD6164,RIAD4079,RIAD4065,RCFDB576,RCFD3432,RCON0352,RCON3386,RCFD3547,RCFD1253,RCFD2150,RCFD1254,RCON0010,RIADB485,RCFDB849,RCFD8737,RCFDA571,RCFD8735,RCONB552,RIAD5415,RCFD8743,RIADB515,RCON2081,RCON2216,RCFD1248,RCON2213,RCFD1256,RCFD1287,RCFDA573,RIAD4340,RCFD8695,RCFD3300,RCFD8707,RCFD8499,RCFD8696,RCFNB554,RCFD8709,RCON3494,RCONA564,RCFDB528,RCFN2898,RIAD4302,RCFNB553,RIAD4059,RCFD6560,RCFD1737,RCON1590,RCFD1772,RCFD3128,RCFD8734,RIAD4115,RCFDB837,RCFD6559,RIAD4627,RIAD3585,RCFD1752,RCFD2170,RCON6631,RCFDA127,RIAD4150,RCFD8496,RCFD1746,RCFD8746,RCON2377,RCON2203,RCFD8706,RIADB522,RCFD8712,RIAD0093,RIAD5416,RIADB510,RCFN2625,RCFDB536,RCON2122,RCFD3826,RIADB507,RIADB511,RCFD3190,RIAD3210,RCFDB859,RCFDB852,RCFD3814,RIAD4073,RCFD3505,RIAD4645,RCFDB858,RCFD8765,RCFD3000,RCFDA572,RCON0080,RCFD1251,RCONB539,RCFD1738,RCFD3355,RCFD8705,RCFD8723,RCFDB847,RIAD4662,RCFDB861,RCON6810,RCON2215,RCFD5381,RCFD8744,RCFN2133,RCFD2148,RCFNB555,RCFDB856,RCON2163,RCFD2746,RCFD3549,RCONA565,RIADB491,RIADB487,RIAD4655,RCFDB704,RCFDA562,RIAD8758,RCFD8716,RCFD5459,RCFD1250,RCON1797,RIAD3588,RCFD2948,RCFDB845,RCFD2122,RCFD5391,RIAD4012,RIADB488,RCFD1754,RCFD8701,RCON1460,RCON5367,RCFD3484,RCFDB851,RCFD3164,RCON0020,RCFD8724,RCON5597,RCFDB532,RIAD4200,RIAD4230,RCON6648,RCFDB841,RCFD2160,RCFD8720,RCFDB844,RCON2202,RCFD5379,RCFD0211,RCFD8728,RCON1764,RIAD8760,RCON2236,RCFD8740,RIAD4356,RCON3493,RCON1420,RCON5368,RCON2941,RCFN2650,RCFD1764,RCFDB839,RCFDA561,RCON5400,RCON2520,RCFDB575,RIADA251,RCFDB538,RIAD4508,RIAD4080,RIADB509,RCFDB539,RCFD8713,RIAD4617,RCON2530,RCFD8693,RIAD4180,RIAD4217,RIAD3123,RCFD8497,RCON3190,RCFDB804,RCFD2130,RIAD4513,RCFDA558,RCFDB853,RCONB538,RCFDB529,RCON2365,RCFDA553,RCFDA552,RCFD8782,RCFD2651,RCFD5461,RCON6835,RIADB493,RIADB486,RCFD5369,RCFD2168,RCFD8698,RCONA569,RCFD3123,RCON3501,RCFD1594,RCFD8736,RCFD8725,RCFDB840,RCFDB570,RIAD3196,RCFD3632,RCFD0213,RCFD3450,RIAD4605,RCFDA247,RCFN6636,RCFD1249,RCFD0022,RCFDB848,RCFD8708,RIAD4644,RCFD3545,RCFD1597,RCFD5378,RCFNB574,RCFDA126,RCFD8702,RCONA568,RCON5398,RCFDA560,RCFD3821,RIAD4518,RCFDA550,nn_score,lof_score,ensemble_score,nn_anomaly,lof_anomaly,is_anomaly,is_anomaly_adaptive,reconstruction_error,anomaly_score
03/31/2001,0.0,13733000.0,1000.0,17507000.0,0.0,237669000.0,30913000.0,0.0,4000.0,1704000.0,325000.0,573924000.0,1200000.0,29615000.0,5590000.0,534000.0,45461000.0,0.0,9078000.0,6757000.0,24069000.0,3772000.0,18000.0,27000.0,0.0,15000.0,28059000.0,158933000.0,0.0,114000.0,12555000.0,4000.0,221000.0,69443000.0,1000.0,31000000.0,0.0,4127000.0,32620000.0,0.0,7000.0,257000.0,9828000.0,863000.0,10.0,10238000.0,39000.0,56722000.0,216462000.0,0.0,0.0,3914000.0,1052000.0,203000.0,1603000.0,3653000.0,17000.0,4308000.0,21000.0,0.0,1000.0,0.0,736000.0,16536000.0,7107000.0,0.0,8000.0,49330000.0,0.0,13978000.0,8352000.0,49330000.0,320000.0,289000.0,27394000.0,51105000.0,0.0,0.0,0.0,48620000.0,0.0,20010331.0,315692000.0,5577000.0,16000.0,13026000.0,55000.0,0.0,228000.0,10011000.0,13000.0,21000.0,116000.0,0.0,157222000.0,39379000.0,1929000.0,800000.0,2826000.0,1207000.0,98287000.0,8735000.0,931000.0,2833000.0,254305000.0,1112000.0,55332000.0,9000.0,20417000.0,433676000.0,18996000.0,469000.0,18396000.0,32984000.0,6000.0,545000.0,2794000.0,4095000.0,2369000.0,669891000.0,15363000.0,486720000.0,24000.0,30635000.0,7000.0,796000.0,3672000.0,1850000.0,30000.0,6124000.0,1428000.0,257000.0,0.0,24344000.0,909000.0,0.0,12589000.0,1327000.0,754000.0,545000.0,52000.0,6631000.0,106000.0,997000.0,475000.0,20466000.0,1497000.0,12000.0,1085000.0,0.0,326187000.0,84000.0,48573000.0,11496000.0,319000.0,0.0,4000.0,165000.0,96185000.0,3141000.0,491000.0,0.0,1000.0,0.0,481000.0,2000.0,3325000.0,54707000.0,163000.0,1139000.0,0.0,56000.0,0.0,1228000.0,737000.0,68967000.0,1000.0,38811000.0,9283000.0,1041000.0,0.0,1000.0,2560000.0,37000.0,106869000.0,4697000.0,12484000.0,40754000.0,0.0,32000.0,3690000.0,0.0,53456000.0,1964000.0,1869000.0,5000.0,0.0,1000.0,0.0,292000.0,2807000.0,170000.0,0.0,0.0,55103000.0,1694000.0,18345000.0,2371000.0,321000.0,41000.0,23410000.0,0.0,0.0,67378000.0,29308000.0,5922000.0,1145000.0,8000.0,0.0,1000.0,78000.0,25000.0,15000.0,340000.0,520000.0,4500000.0,18917000.0,1603000.0,60729000.0,553509000.0,7441000.0,1127000.0,2835000.0,23045000.0,418996000.0,3000.0,5215000.0,366589000.0,7979000.0,957000.0,21520000.0,267000.0,189000.0,1000.0,1896000.0,45562000.0,44000.0,19781000.0,85000.0,3451000.0,12000.0,0.0,0.0,2698000.0,553509000.0,99230000.0,956159000.0,134000.0,182000.0,3079000.0,34000.0,6027000.0,3290000.0,1208000.0,6460000.0,5327000.0,861000.0,25000.0,0.0,6887000.0,58000.0,343861000.0,94079000.0,0.0,1003000.0,35821000.0,51105000.0,0.0,0.0,29230000.0,4427000.0,0.0,420000.0,0.0,3000.0,1364000.0,22245000.0,3746000.0,455000.0,1561000.0,1000.0,41244000.0,231229000.0,119438000.0,0.0,0.0,0.0,114893000.0,61387000.0,0.0,0.0,4128000.0,0.0,57000.0,0.0,0.0,14369000.0,11802000.0,8460000.0,18000.0,540000.0,1000.0,497615940.0,5625000.0,148000.0,4467000.0,36000.0,11000.0,21773000.0,0.0,501040000.0,132000.0,372267000.0,0.0,2183000.0,106000.0,1131000.0,261722000.0,4273000.0,96205000.0,21517000.0,0.0,106000.0,17445000.0,28244000.0,0.0,3000.0,189000.0,645000.0,50850000.0,0.0,38484000.0,7455000.0,145000.0,149000.0,0.0,0.0,0.0,1747000.0,54000.0,572000.0,5086000.0,400000.0,11000.0,1109000.0,5351000.0,575000.0,3823000.0,19551000.0,0.0,2644000.0,36000.0,5745000.0,0.0,2000.0,14000.0,16000.0,1079000.0,-31000.0,1564000.0,412565000.0,22000.0,3147000.0,418587000.0,349000.0,669000.0,6468000.0,192000.0,33926000.0,15693000.0,533000.0,1000.0,983000.0,0.0,14000.0,360121000.0,59000.0,5121000.0,345000.0,0.0,0.0,446000.0,10693000.0,0.0,679000.0,5678000.0,31989000.0,763135000.0,22219000.0,6468000.0,5000.0,14000.0,5265000.0,79713000.0,0.0,709748000.0,4000.0,15363000.0,0.0,4225281000.0,119000.0,106489000.0,53628000.0,0.0,21410000.0,0.0,4044000.0,18000.0,44301000.0,2000.0,0.0,11000.0,6558558000.0,1185000.0,35661000.0,147000.0,16964000.0,4340000.0,16000.0,452000.0,1.4726321296500506,0.0003432459317039381,0.8837165761627119,False,False,False,False,1154480348503.8057,0.8837165761627119
06/30/2001,0.0,15325000.0,2000.0,16453000.0,1000.0,241754000.0,36039000.0,0.0,19000.0,2309000.0,295000.0,577125000.0,2400000.0,30520000.0,5588000.0,1160000.0,49815000.0,0.0,8732000.0,9263000.0,26225000.0,3606000.0,1000.0,96000.0,0.0,12000.0,25691000.0,168127000.0,0.0,274000.0,12828000.0,0.0,253000.0,64752000.0,2000.0,36279000.0,1034000.0,4943000.0,32675000.0,0.0,15000.0,312000.0,9629000.0,670000.0,7.0,10122000.0,108000.0,62048000.0,214011000.0,0.0,0.0,7915000.0,1064000.0,424000.0,3450000.0,3606000.0,15000.0,8959000.0,22000.0,0.0,6000.0,0.0,1008000.0,18025000.0,13830000.0,0.0,12000.0,49330000.0,0.0,14775000.0,2838000.0,49330000.0,307000.0,-255000.0,28299000.0,51266000.0,0.0,227000000.0,0.0,49929000.0,0.0,20010630.0,319067000.0,6116000.0,32000.0,12619000.0,65000.0,0.0,457000.0,5933000.0,49000.0,0.0,97000.0,0.0,144229000.0,41535000.0,1748000.0,799000.0,2515000.0,2486000.0,94980000.0,17238000.0,1677000.0,2834000.0,254075000.0,1258000.0,65053000.0,14000.0,20889000.0,441589000.0,14092000.0,347000.0,20229000.0,38570000.0,7000.0,396000.0,4607000.0,5253000.0,4042000.0,703680000.0,15827000.0,494266000.0,30000.0,37347000.0,13000.0,807000.0,3447000.0,3734000.0,54000.0,6131000.0,1012000.0,363000.0,0.0,31919000.0,1675000.0,0.0,14505000.0,1165000.0,1518000.0,396000.0,81000.0,3488000.0,113000.0,776000.0,768000.0,15460000.0,4038000.0,26000.0,1354000.0,1000.0,327774000.0,102000.0,48559000.0,21786000.0,306000.0,0.0,0.0,327000.0,93074000.0,3327000.0,1053000.0,0.0,1000.0,0.0,1067000.0,0.0,2074000.0,56330000.0,321000.0,1134000.0,0.0,60000.0,0.0,1221000.0,1008000.0,66508000.0,5000.0,29824000.0,6465000.0,1096000.0,0.0,2000.0,5520000.0,40000.0,99546000.0,6175000.0,14506000.0,54830518.0,0.0,16000.0,3350000.0,0.0,55374000.0,1034000.0,2740000.0,17000.0,0.0,3000.0,0.0,257000.0,5715000.0,329000.0,3000.0,0.0,53684000.0,1950000.0,14364000.0,2779000.0,379000.0,60000.0,25477000.0,0.0,0.0,62300000.0,21238000.0,4761000.0,1277000.0,13000.0,0.0,3000.0,16000.0,17000.0,12000.0,487000.0,523000.0,5849000.0,16720000.0,3450000.0,55513000.0,563844000.0,10547000.0,1266000.0,2732000.0,25066000.0,417611000.0,5000.0,5865000.0,364092000.0,8729000.0,2070000.0,24356000.0,468000.0,309000.0,1000.0,1723000.0,50340000.0,41000.0,14692000.0,153000.0,3375000.0,19000.0,0.0,0.0,2678000.0,563844000.0,105056000.0,964040000.0,135000.0,179000.0,3255000.0,35000.0,79000.0,3991000.0,1155000.0,6460000.0,6169000.0,1590000.0,56000.0,0.0,12376000.0,4000.0,346417000.0,113425000.0,0.0,458000.0,32817000.0,51266000.0,0.0,0.0,29516000.0,8279000.0,0.0,861000.0,0.0,101000.0,243000.0,24013000.0,3775000.0,380000.0,1530000.0,1000.0,33921000.0,230840000.0,119170000.0,0.0,0.0,0.0,118244000.0,64992000.0,0.0,0.0,3487000.0,1130000.0,51000.0,0.0,0.0,14442000.0,12288000.0,6687000.0,137000.0,1116000.0,1000.0,487315500.0,4728000.0,305000.0,5366000.0,26000.0,8000.0,22002000.0,0.0,512335000.0,115000.0,371403000.0,1000.0,4286000.0,174000.0,1116000.0,205750000.0,2691000.0,100769000.0,20943000.0,0.0,113000.0,19617000.0,32101000.0,0.0,1000.0,336000.0,1248000.0,49415000.0,0.0,35087000.0,8104000.0,132000.0,180000.0,0.0,0.0,0.0,1104000.0,129000.0,823000.0,4719000.0,409000.0,12000.0,1300000.0,5210000.0,1168000.0,3204000.0,16438000.0,0.0,2418000.0,42000.0,6844000.0,16000.0,1000.0,23000.0,32000.0,2209000.0,19000.0,1535000.0,420590000.0,73000.0,3298000.0,648270000.0,741000.0,1317000.0,6453000.0,188000.0,32189000.0,4928000.0,526000.0,2000.0,940000.0,0.0,23000.0,357639000.0,39000.0,5287000.0,234000.0,0.0,0.0,152000.0,10734000.0,0.0,1334000.0,7311000.0,27664000.0,751007000.0,24368000.0,6453000.0,5000.0,8000.0,4949000.0,94537000.0,0.0,680837000.0,9000.0,16012000.0,0.0,4456655000.0,263000.0,93775000.0,62744000.0,0.0,23542000.0,0.0,4477000.0,34000.0,45223000.0,1000.0,0.0,8000.0,6988859000.0,1484000.0,40326000.0,157000.0,26310000.0,3944000.0,31000.0,524000.0,1.5228569413393573,0.8912208888629944,1.270202520348812,False,False,False,False,1183280334982.2524,1.270202520348812
09/30/2001,0.0,10967000.0,3000.0,13686000.0,93000.0,245988000.0,40891000.0,0.0,5000.0,1836000.0,190000.0,562536000.0,4000000.0,37759000.0,5236000.0,1685000.0,71002000.0,0.0,8993000.0,12229000.0,25156000.0,4037000.0,6847000.0,106000.0,0.0,10000.0,23167000.0,172244000.0,0.0,474000.0,24056000.0,37000.0,421000.0,105314000.0,1000.0,34678000.0,2207000.0,3923000.0,32666000.0,0.0,23000.0,354000.0,9630000.0,958000.0,8.0,9310000.0,165000.0,53934000.0,216526000.0,0.0,0.0,13177000.0,2407000.0,608000.0,4267000.0,4037000.0,24000.0,13718000.0,26000.0,0.0,0.0,0.0,2680000.0,7883000.0,19978000.0,0.0,18000.0,49330000.0,0.0,16364000.0,3009000.0,49330000.0,362000.0,1776000.0,27407000.0,52506000.0,0.0,235100000.0,0.0,54137000.0,0.0,20010930.0,316611000.0,4695000.0,50000.0,10830000.0,47000.0,0.0,697000.0,3990000.0,25000.0,6000.0,62000.0,0.0,141317000.0,47396000.0,1716000.0,799000.0,3035000.0,5061000.0,89392000.0,25181000.0,2282000.0,2834000.0,257840000.0,1922000.0,58410000.0,19000.0,18766000.0,454567000.0,11091000.0,296000.0,41315000.0,39611000.0,7000.0,446000.0,2657000.0,3769000.0,2491000.0,792267000.0,21459000.0,509444000.0,32000.0,37647000.0,21000.0,808000.0,3234000.0,5566000.0,86000.0,6133000.0,1529000.0,117000.0,0.0,30513000.0,2173000.0,0.0,13225000.0,1235000.0,2932000.0,446000.0,45000.0,4794000.0,111000.0,758000.0,1080000.0,18315000.0,4112000.0,20000.0,1204000.0,2000.0,310230000.0,74000.0,50763000.0,16619000.0,363000.0,0.0,0.0,424000.0,87819000.0,3453000.0,1614000.0,0.0,1000.0,0.0,1743000.0,0.0,2251000.0,59010000.0,498000.0,1124000.0,0.0,70000.0,0.0,1061000.0,2680000.0,64505000.0,19000.0,37462000.0,5305000.0,1081000.0,0.0,3000.0,6827000.0,63000.0,90803000.0,563000.0,13227000.0,48350000.0,0.0,53000.0,3429000.0,0.0,50923000.0,2207000.0,2473000.0,30000.0,0.0,5000.0,0.0,238000.0,8448000.0,473000.0,0.0,0.0,53639000.0,1666000.0,19147000.0,2208000.0,431000.0,174000.0,24766000.0,0.0,0.0,100007000.0,24256000.0,5520000.0,140000.0,16000.0,0.0,4000.0,17000.0,31000.0,11000.0,278000.0,536000.0,563000.0,19126000.0,4267000.0,48938000.0,575020000.0,10616000.0,1919000.0,2726000.0,13246000.0,449513000.0,10000.0,4200000.0,318512000.0,6789000.0,2560000.0,29096000.0,686000.0,270000.0,1000.0,1676000.0,70002000.0,37000.0,11917000.0,214000.0,2968000.0,14000.0,0.0,0.0,2407000.0,575020000.0,100085000.0,955859000.0,135000.0,174000.0,3391000.0,0.0,36000.0,3188000.0,1238000.0,6460000.0,6411000.0,2225000.0,47000.0,0.0,11251000.0,4000.0,321164000.0,129165000.0,0.0,2490000.0,18046000.0,52506000.0,0.0,0.0,29814000.0,11463000.0,0.0,1307000.0,0.0,74000.0,657000.0,18958000.0,3542000.0,365000.0,1464000.0,1000.0,23030000.0,267485000.0,112663000.0,0.0,0.0,0.0,123096000.0,58771000.0,0.0,0.0,4028000.0,1782000.0,42000.0,0.0,0.0,12676000.0,14933000.0,4313000.0,148000.0,1582000.0,1000.0,485512780.0,15289000.0,451000.0,5975000.0,1525000.0,7000.0,22293000.0,0.0,521857000.0,98000.0,344940000.0,0.0,6138000.0,213000.0,1102000.0,197974000.0,4407000.0,80137000.0,19765000.0,0.0,111000.0,16968000.0,30370000.0,0.0,2000.0,459000.0,2277000.0,46566000.0,0.0,47348000.0,7329000.0,83000.0,428000.0,0.0,0.0,0.0,1226000.0,163000.0,537000.0,4882000.0,404000.0,5000.0,1245000.0,4461000.0,1714000.0,4775000.0,16290000.0,0.0,2196000.0,61000.0,7978000.0,0.0,2000.0,12000.0,47000.0,3363000.0,15000.0,1470000.0,420942000.0,130000.0,3161000.0,651200000.0,1070000.0,1988000.0,6184000.0,185000.0,16619000.0,9506000.0,570000.0,4000.0,931000.0,0.0,12000.0,312328000.0,0.0,2206000.0,215000.0,0.0,0.0,1481000.0,10732000.0,0.0,2017000.0,26428000.0,39852000.0,720404000.0,18320000.0,6184000.0,3000.0,26000.0,5191000.0,86798000.0,0.0,631269000.0,115000.0,15230000.0,0.0,5085509000.0,400000.0,90971000.0,56574000.0,0.0,20711000.0,0.0,4154000.0,50000.0,54141000.0,1000.0,0.0,7000.0,7778092000.0,1564000.0,36541000.0,198000.0,41717000.0,4711000.0,48000.0,742000.0,2.1262588870707306,0.04043353570068046,1.2919287465227105,False,False,False,False,1529283979269.3247,1.2919287465227105
12/31/2001,0.0,6936000.0,4000.0,13573000.0,84000.0,248764000.0,54958000.0,0.0,40000.0,1842000.0,179000.0,565989000.0,5000000.0,35776000.0,6304000.0,2280715.0,82259000.0,0.0,11300000.0,11727000.0,27019000.0,3875000.0,0.0,7000.0,0.0,13000.0,21311000.0,176984000.0,0.0,651000.0,20971000.0,0.0,605285.0,93755000.0,0.0,37397000.0,1900000.0,4731000.0,32675000.0,0.0,32000.0,358000.0,9630000.0,894000.0,9.0,9162000.0,240000.0,66524000.0,221166000.0,0.0,0.0,17794000.0,2044000.0,796000.0,7065593.0,3875000.0,18000.0,18296713.0,73000.0,0.0,0.0,0.0,1074000.0,7773000.0,25230596.0,0.0,23000.0,49330000.0,0.0,16605000.0,3035000.0,49330000.0,1033000.0,60157.0,30195000.0,52597750.0,0.0,220367000.0,0.0,54221000.0,0.0,20011231.0,334909000.0,6180000.0,68000.0,8865000.0,77000.0,0.0,1942630.0,430000.0,22000.0,4000.0,176000.0,0.0,125598000.0,49281000.0,1854000.0,798000.0,2593000.0,6932000.0,83903000.0,32320596.0,2657000.0,2835000.0,262089000.0,2314000.0,56634000.0,20000.0,17664000.0,431385250.0,14613000.0,449000.0,26319250.0,42660000.0,5000.0,338000.0,4062000.0,3882000.0,2569000.0,735505000.0,25164000.0,503494000.0,38000.0,36080000.0,29000.0,826000.0,2528000.0,7449000.0,113000.0,6155000.0,1458000.0,371000.0,1000.0,29866000.0,2628616.0,0.0,16641000.0,1206000.0,3998000.0,338000.0,361000.0,3844000.0,33000.0,228000.0,1601285.0,14655000.0,4309000.0,18000.0,809000.0,3000.0,293213000.0,115000.0,50824000.0,18086000.0,1031000.0,2000.0,0.0,546000.0,82634000.0,3158000.0,2117000.0,0.0,0.0,0.0,2619000.0,0.0,3176000.0,60181000.0,680000.0,1072000.0,0.0,67000.0,0.0,1052000.0,1074000.0,58167000.0,32000.0,29962000.0,4007000.0,425000.0,0.0,3000.0,10481343.0,90000.0,87842000.0,720000.0,16645000.0,47315000.0,0.0,13000.0,3057000.0,0.0,63637000.0,1900000.0,2021000.0,39000.0,0.0,7000.0,0.0,252000.0,12497630.0,605000.0,0.0,0.0,53150000.0,1627000.0,15307000.0,2608000.0,430000.0,125000.0,26782000.0,0.0,0.0,89132000.0,19661000.0,5173000.0,402000.0,18000.0,0.0,5000.0,1000.0,33000.0,152000.0,229000.0,454000.0,717000.0,20928000.0,7065593.0,46508000.0,551649000.0,12201000.0,2273000.0,2172000.0,16316000.0,466306000.0,1000.0,5307000.0,305817000.0,6527000.0,3415750.0,24601000.0,802914.0,580000.0,0.0,1854000.0,82933000.0,86200.0,15489000.0,268000.0,2961000.0,29000.0,0.0,0.0,2044000.0,551649000.0,113743000.0,898410000.0,134000.0,163000.0,3095000.0,24000.0,305000.0,4132000.0,1278000.0,6460000.0,4349000.0,2683000.0,51000.0,0.0,10466000.0,38000.0,293300000.0,142294000.0,0.0,774157.0,16601000.0,52597750.0,0.0,0.0,27740000.0,14023883.0,0.0,1957000.0,0.0,3911000.0,687000.0,19544000.0,4574000.0,411000.0,1519000.0,0.0,16674000.0,266891000.0,109479000.0,0.0,1000.0,0.0,127322000.0,72820000.0,0.0,0.0,2718000.0,1869000.0,189000.0,0.0,0.0,11475000.0,14561000.0,2754000.0,98000.0,1763000.0,1000.0,456241030.0,30053000.0,462000.0,4516000.0,19000.0,535000.0,21950000.0,0.0,498364250.0,49000.0,314167000.0,0.0,8034682.0,220000.0,1036000.0,211955000.0,2779000.0,62571000.0,18510000.0,0.0,29000.0,19599000.0,25226000.0,0.0,6000.0,551000.0,3035000.0,46785000.0,0.0,46799000.0,6600000.0,47000.0,58000.0,0.0,0.0,0.0,2095000.0,173000.0,273000.0,4028000.0,404000.0,16000.0,1197000.0,4277000.0,18824000.0,5062000.0,15664000.0,0.0,2048000.0,80000.0,6777000.0,0.0,26000.0,23000.0,63000.0,4561000.0,24000.0,1519000.0,437545000.0,158000.0,5568000.0,832957000.0,1340000.0,2672000.0,5936000.0,171000.0,15992000.0,26472000.0,563000.0,5000.0,873000.0,0.0,23000.0,299881000.0,0.0,3202000.0,162000.0,0.0,0.0,1275000.0,10617000.0,0.0,2617000.0,8350000.0,40225000.0,649228000.0,14697000.0,5936000.0,11000.0,11000.0,4368000.0,105925000.0,0.0,653312000.0,514000.0,17027593.0,0.0,5287755000.0,503000.0,85802000.0,54792000.0,12000.0,24399000.0,0.0,3703000.0,73000.0,45149000.0,5000.0,0.0,6000.0,8132989000.0,1534000.0,28398000.0,190000.0,36668000.0,4597000.0,64000.0,1752000.0,1.9137689797792132,0.020506346623988286,1.1564639265171233,False,False,False,False,1407437699493.1267,1.1564639265171233
