bank_name,quarter,anom_score,systemic_score,adjusted_score,is_anomaly,known_event,known_event_label
JPMorgan Chase and Co,06/30/2001,0.38936901652512945,0.38944986430386436,-8.08477787349049e-05,0,False,
JPMorgan Chase and Co,09/30/2001,0.3798845827690106,0.3932955617153867,-0.013410978946376106,0,True,9/11 Terrorist Attacks - market-wide shock
JPMorgan Chase and Co,12/31/2001,0.37963497815365266,0.384027399134491,-0.004392420980838363,0,False,
JPMorgan Chase and Co,03/31/2002,0.41544286029414523,0.4078137573552626,0.007629102938882637,0,False,
JPMorgan Chase and Co,06/30/2002,0.4089501572150467,0.3865912796474162,0.022358877567630497,0,False,
JPMorgan Chase and Co,09/30/2002,0.3695764668221898,0.3742672325877737,-0.004690765765583915,0,False,
JPMorgan Chase and Co,12/31/2002,0.3733221945616347,0.37747817615254897,-0.004155981590914293,0,False,
JPMorgan Chase and Co,03/31/2003,0.41416632961020355,0.3976093630539195,0.01655696655628408,0,False,
JPMorgan Chase and Co,06/30/2003,0.383265521826445,0.3871303009584577,-0.0038647791320126634,0,False,
JPMorgan Chase and Co,09/30/2003,0.38419739891858967,0.3634434199106845,0.020753979007905154,0,False,
JPMorgan Chase and Co,12/31/2003,0.3650193196438049,0.3743180911928664,-0.009298771549061502,0,False,
JPMorgan Chase and Co,03/31/2004,0.4205815821284623,0.40621442437841426,0.014367157750048043,0,False,
JPMorgan Chase and Co,06/30/2004,0.4077797016982457,0.4454651564791892,-0.03768545478094354,0,False,
JPMorgan Chase and Co,09/30/2004,0.6500352855261639,0.4364039263776288,0.21363135914853504,1,False,
JPMorgan Chase and Co,12/31/2004,0.3677767070340078,0.3582478573923374,0.00952884964167039,0,False,
JPMorgan Chase and Co,03/31/2005,0.4410152416098203,0.40535192774829615,0.03566331386152416,1,False,
JPMorgan Chase and Co,06/30/2005,0.37781430685601936,0.37730929670112123,0.0005050101548981223,0,False,
JPMorgan Chase and Co,09/30/2005,0.3594034021306522,0.3730856079228777,-0.01368220579222551,0,False,
JPMorgan Chase and Co,12/31/2005,0.3706166642817413,0.3637328965759535,0.006883767705787802,0,False,
JPMorgan Chase and Co,03/31/2006,0.4175273113482599,0.41527002157620047,0.002257289772059412,0,False,
JPMorgan Chase and Co,06/30/2006,0.3803403525087526,0.39068573308085386,-0.01034538057210127,0,False,
JPMorgan Chase and Co,09/30/2006,0.38674259171716313,0.3688045569969145,0.01793803472024863,0,False,
JPMorgan Chase and Co,12/31/2006,0.35648249842726626,0.3654030375315654,-0.00892053910429913,0,False,
JPMorgan Chase and Co,03/31/2007,0.3700954420588328,0.3938990031836439,-0.02380356112481108,0,False,
JPMorgan Chase and Co,06/30/2007,0.38300636127218457,0.4035438750099685,-0.020537513737783952,0,False,
JPMorgan Chase and Co,09/30/2007,0.35380346330230433,0.3569985212563749,-0.003195057954070546,0,False,
JPMorgan Chase and Co,12/31/2007,0.3547951398805427,0.3818630994057311,-0.027067959525188423,0,False,
JPMorgan Chase and Co,03/31/2008,0.43769666462602813,0.4120509140720944,0.025645750553933755,0,False,
JPMorgan Chase and Co,06/30/2008,0.44035423883155855,0.4036000738839454,0.03675416494761313,0,False,
JPMorgan Chase and Co,09/30/2008,0.5388723334954275,0.42773683175623123,0.11113550173919629,1,False,
JPMorgan Chase and Co,12/31/2008,0.44900147923895073,0.5201198163880119,-0.07111833714906113,1,False,
JPMorgan Chase and Co,03/31/2009,0.4385121428362905,0.4868374913990873,-0.0483253485627968,0,False,
JPMorgan Chase and Co,06/30/2009,0.4172974135778204,0.43197714909138085,-0.014679735513560443,0,False,
JPMorgan Chase and Co,09/30/2009,0.34593291484961486,0.3740934251601538,-0.028160510310538955,0,False,
JPMorgan Chase and Co,12/31/2009,0.3675816107140408,0.386219277973916,-0.0186376672598752,0,False,
JPMorgan Chase and Co,03/31/2010,0.42082660435529173,0.4327079065269481,-0.011881302171656394,0,False,
JPMorgan Chase and Co,06/30/2010,0.37827709464085457,0.386880073748705,-0.008602979107850406,0,False,
JPMorgan Chase and Co,09/30/2010,0.36178236490977894,0.3721166265990154,-0.010334261689236457,0,False,
JPMorgan Chase and Co,12/31/2010,0.35015505214590253,0.3690993764840896,-0.018944324338187046,0,False,
JPMorgan Chase and Co,03/31/2011,0.38568427014285983,0.4041354892513578,-0.01845121910849795,0,False,
JPMorgan Chase and Co,06/30/2011,0.3551758178191966,0.37487886678238397,-0.019703048963187364,0,False,
JPMorgan Chase and Co,09/30/2011,0.3603388083072824,0.3837798983917325,-0.02344109008445011,0,False,
JPMorgan Chase and Co,12/31/2011,0.3454363329060321,0.36866245726616703,-0.023226124360134937,0,False,
JPMorgan Chase and Co,03/31/2012,0.3943636069462042,0.3957352527016417,-0.0013716457554375228,0,False,
JPMorgan Chase and Co,06/30/2012,0.34604222006740354,0.39076962461531917,-0.04472740454791563,0,False,
JPMorgan Chase and Co,09/30/2012,0.35565925205946874,0.3559479937787195,-0.0002887417192507513,0,False,
JPMorgan Chase and Co,12/31/2012,0.34512395446102717,0.35886591181152766,-0.013741957350500489,0,False,
JPMorgan Chase and Co,03/31/2013,0.3561802923041748,0.3844613623744541,-0.0282810700702793,0,False,
JPMorgan Chase and Co,06/30/2013,0.39118894611957905,0.379374554686189,0.011814391433390026,0,False,
JPMorgan Chase and Co,09/30/2013,0.3698390865658612,0.3600012809369255,0.009837805628935659,0,False,
JPMorgan Chase and Co,12/31/2013,0.3484846945370093,0.3558351868268044,-0.007350492289795063,0,False,
JPMorgan Chase and Co,03/31/2014,0.3813869897314692,0.38263378077924753,-0.0012467910477783617,0,False,
JPMorgan Chase and Co,06/30/2014,0.3412019895615323,0.36669888611792195,-0.025496896556389648,0,False,
JPMorgan Chase and Co,09/30/2014,0.3336852902485153,0.35198976355853556,-0.018304473310020275,0,False,
JPMorgan Chase and Co,12/31/2014,0.33892116096630953,0.3550111079423022,-0.01608994697599264,0,False,
JPMorgan Chase and Co,03/31/2015,0.37627648953138754,0.38350350310262443,-0.0072270135712368955,0,False,
JPMorgan Chase and Co,06/30/2015,0.3511477009407017,0.36522920158795263,-0.014081500647250944,0,False,
JPMorgan Chase and Co,09/30/2015,0.32817138912363686,0.33892902904850625,-0.010757639924869389,0,False,
JPMorgan Chase and Co,12/31/2015,0.34905707514379386,0.3502709827758088,-0.0012139076320149544,0,False,
JPMorgan Chase and Co,03/31/2016,0.37881061399893956,0.3780275069123598,0.0007831070865797485,0,False,
JPMorgan Chase and Co,06/30/2016,0.35369204998787895,0.3649903538050292,-0.011298303817150246,0,False,
JPMorgan Chase and Co,09/30/2016,0.34038927895621657,0.34628802830054145,-0.005898749344324883,0,False,
JPMorgan Chase and Co,12/31/2016,0.33949655726590305,0.3532920786217404,-0.013795521355837337,0,False,
JPMorgan Chase and Co,03/31/2017,0.3631525543774483,0.3769232764833879,-0.013770722105939603,0,False,
JPMorgan Chase and Co,06/30/2017,0.3665661649721628,0.3709919993479808,-0.004425834375818005,0,False,
JPMorgan Chase and Co,09/30/2017,0.340739082748597,0.34500747107523644,-0.0042683883266394496,0,False,
JPMorgan Chase and Co,12/31/2017,0.34151845263080943,0.35449864586892826,-0.012980193238118831,0,False,
JPMorgan Chase and Co,03/31/2018,0.37614133301330976,0.38453181488112853,-0.008390481867818766,0,False,
JPMorgan Chase and Co,06/30/2018,0.37062711665840736,0.3619191468628366,0.008707969795570758,0,False,
JPMorgan Chase and Co,09/30/2018,0.3333211874190468,0.34096512506907356,-0.007643937650026744,0,False,
JPMorgan Chase and Co,12/31/2018,0.35425382476951167,0.3529799794826663,0.0012738452868453765,0,False,
JPMorgan Chase and Co,03/31/2019,0.37519862510795715,0.3738421445616649,0.001356480546292227,0,False,
JPMorgan Chase and Co,06/30/2019,0.35345780015635847,0.35561596345036534,-0.002158163294006865,0,False,
JPMorgan Chase and Co,09/30/2019,0.3386973107763711,0.3446247968587608,-0.005927486082389688,0,False,
JPMorgan Chase and Co,12/31/2019,0.34161966489775675,0.3476759859155561,-0.006056321017799349,0,False,
JPMorgan Chase and Co,03/31/2020,0.4621140352053081,0.4506172332442329,0.011496801961075165,1,False,
