quarter,BHCK1606,BHCK4093,BHCK5377,BHCK3247,BHCK3240,BHCK4397,BHCK8719,BHCK8715,BHCK8497,BHCK4643,BHCKB493,BHCKA220,BHCK8744,BHCK2160,BHCKB570,BHCK4135,BHCK4115,BHCK8736,BHCK1741,BHCK8741,BHCKB845,BHCK3578,BHCK4217,BHCK3365,BHCK5391,BHCK3433,BHCK3822,BHDM1420,BHCKB983,BHCK4598,BHCK8723,BHCK0395,BHCK3401,BHCK3588,BHCK5459,BHCK3814,BHCK4180,BHCK2081,BHCK8727,BHCK6559,BHCKB844,BHCKB492,BHCK1764,BHDM1766,BHCK6550,BHCK4519,BHCKB576,BHCK0384,BHCK2746,BHCK3404,BHCKB704,BHCKB848,BHCK8565,BHCKB805,BHCK8737,BHCK3584,BHCB2389,BHCK2150,BHCKA288,BHCK3493,BHCK1763,BHCK1746,BHCK5412,BHCK0213,BHCK8739,BHCK2130,BHCK5382,BHCK4460,BHDM1975,BHCK6438,BHCK8733,BHCK8566,BHCKB850,BHCK6558,BHCK8701,BHCKB557,BHCK4150,BHCK5398,BHCKB837,BHCK1739,BHCK4635,BHCK1608,BHCK8698,BHDM1288,BHCK3450,BHCK3519,BHCK3353,BHCK8765,BHCK8695,BHCK4617,BHCK8709,BHCKB497,BHCK4645,BHCK8738,BHCK3283,BHCK5381,BHCK3579,BHCK0383,BHCK4069,BHCK3501,BHCK3577,BHCK8711,BHCK3517,BHCKB528,BHCK8713,BHDM5368,BHCK2148,BHCK4313,BHCK4074,BHCK1292,BHCK8757,BHCK4340,BHCK3495,BHCK1913,BHCK3123,BHCB2210,BHCK4518,BHCK3459,BHFN6636,BHCKB574,BHCKB985,BHCKB991,BHCK1287,BHCK8742,BHCK1286,BHCK8706,BHCKB515,BHCK5410,BHCK2145,BHCK5390,BHCKB508,BHDM2165,BHCK3494,BHCK3508,BHCK8726,BHCK2635,BHCK8703,BHCKB804,BHDM6631,BHCK4079,BHCK4398,BHCKB852,BHCK2168,BHCK0416,BHCK8498,BHDM1797,BHCK8740,BHCK8725,BHCK0081,BHCK8712,BHCK8743,BHCK0211,BHCK8735,BHCK5460,BHCK3230,BHCK3196,BHCK4185,BHCKB556,BHDM1460,BHDM1590,BHCKB856,BHCKB990,BHCK1771,BHFN6631,BHCK8700,BHCK8702,BHCK8734,BHCK8728,BHCKB507,BHCK4060,BHCKB538,BHCKA130,BHCK3210,BHCK8696,BHCK4059,BHCKA591,BHCK3548,BHCK5369,BHCK3507,BHCKB849,BHCK8708,BHCK1754,BHCK8560,BHCK3430,BHCK5378,BHCK8699,BHCK3817,BHCK3499,BHCK3589,BHCK3816,BHCK6557,BHCKA251,BHCK8758,BHCKB841,BHCK3296,BHCKB861,BHCK3190,BHCK8720,BHCKB511,BHCK8746,BHCK5461,BHCK5399,BHCK3000,BHDM5367,BHCK2309,BHCK3656,BHCK3409,BHCK8710,BHCK5380,BHCK5411,BHCK4172,BHCK8716,BHCK8694,BHCK3547,BHCK3826,BHCK2750,BHCK4783,BHCK1773,BHCK1772,BHCK4300,BHDM2122,BHFNA245,BHCKB529,BHCK8745,BHCKB577,BHCK4655,BHCK8693,BHCK4107,BHCK2333,BHCK3164,BHCK8747,BHCK8499,BHCKB984,BHCKB857,BHCK8697,BHCKB851,BHCK0397,BHCK8705,BHCKA126,BHCK0387,BHCK5409,BHCK2122,BHCK4230,BHCK1410,BHCK2948,BHCK4301,BHCK3820,BHCK1590,BHCB3187,BHCKA222,BHCK3545,BHCK4644,BHCK4062,BHCK3408,BHCKB489,BHCK4618,BHCK4302,BHCK4483,BHCK4782,BHCK3581,BHCK4020,BHCK8707,BHDM2081,BHCK4646,BHCK8496,BHCK5400,BHCKB853,BHCKB572,BHCK8759,BHCK1296,BHCKB522,BHCK4628,BHCKB994,BHCK2170,BHCKB530,BHCK3368,BHCK5389,BHCKB992,BHCK6556,BHCK1744,BHCK3049,BHCKB539,BHCK3500,BHCK4073,BHCK8714,BHCK6555,BHCK1597,BHCKB573,BHCKB496,BHCK8704,BHCK8760,BHCK8724,BHCKB512,BHCK4605,BHCK1583,BHCK8431,BHCK4065,BHCK3197,BHCK6560,BHCK6761,BHCK3217,BHCK1752,BHCK6566,BHDM6636,BHCKB488,BHCK3128,BHCK1607,BHCKB860,BHCKB996,BHCKB840,BHCK3298,BHCK4592,BHCKB491,BHCK2332,BHCK8748,BHCKB575,BHCK4092,BHCK4070,BHCK1912,BHCK3300,BHCK6570,BHCKB514,BHCK3163,BHCK8561,BHCK1594,BHCK4507,BHCK3411,BHCKA127,nn_score,lof_score,ensemble_score,nn_anomaly,lof_anomaly,is_anomaly,is_anomaly_adaptive,reconstruction_error,anomaly_score
03/31/2001,274000,5913000,0,28592000,11663000,535000,27325000,168947000,0,0,163000,2001000,0,51402000,106389000,3357000,139000,4711000,151000,1746000,1000,-158000,848000,120097000,34000,115703000,1178000,14000,1000,21000,510760000,1139000,204264000,0,155000,4078000,2204000,645000,0,0,1000,-128000,26928000,41541000,2051000,2438000,352000,13670000,4053000,126989000,450552500,5000,328000,305114000,194738000,0,66415000,67000,62321000,0,42439000,11727000,0,32000,23460000,1396000,9000,682000,42901000,6069000,202372000,295000,0,31000,335023000,283000,98518,19000,1868000,149000,498000,1166000,1775041000,1037000,13646675000,42916000,152675000,173355000,24876000,11000,1769416000,511000,125000,61772000,1362000,0,42000,7183000,1831000,9000,0,150202000,89760000,203939000,1612404000,4995000,1062000,1000,2418000,273000,841000,1199000,0,432000,3637000,24926000,0,1984235640,122471000,12000,7517000,0,8720000,209000,8715000,412000,15000,0,7085000,0,42338000,9191000,0,22000,8376000,71985000,69823000,15473000,53987000,5380000,0,0,44490000,53804000,1279000,5342000,5210000,170461000,22371000,32472000,0,32000,19119000,42000,1984000,455000,1387000,4193000,457000,73000,0,0,575000,5699000,29675000,209000,60581000,0,0,139000,19842000,-21000,43366000,1286000,889000,0,125813000,12814000,155000,5000,1568000,565000,147000,10486000,0,5820000,433000,3000,0,2127000,62000,0,249000,5000,166492000,2000,70994000,31635000,27000,98000,353000,0,5185000,43428000,16281000,0,962000,204802000,0,2000,1815000,32977000,1280000,73713000,588808000,33077000,0,68401000,68592000,1224000,176293000,63407000,200302000,1113000,24000,0,1110550000,9180000,16736000,6040000,0,1357000,32711000,0,2076391000,0,6840000,423118000,20803116000,47899000,20000,216753000,447000,61179000,665073000,1893000,8762000,177000,2026000,0,217177000,13000,16612000,528000,708000,6000,656000,226000,554000,-14000,1689000,63767000,1000,28000,0,11000,0,13000,577000,2343000,3626000,0,0,713624000,-214000,731272000,0,0,7374000,11677000,83000,1208000,0,6762000,192106000,18553000,0,2000,1000,1351000,334000,130964000,0,51000,2000,136000,143000,250242000,39000,338000,42338000,765000,43966000,90415000,206000,0,56000,2000,0,5000,17230000,1913000,127000,37977000,0,392000,1531000,974000,1000,713624000,6018000,233000,8667000,0,0,5000,2977000,2754282000,3.607622343473618e-05,0.14403337590242996,0.05763499609503282,False,False,False,False,4463673299.581196,0.05763499609503282
06/30/2001,263000,11661000,0,28265000,12000000,1030000,27664000,156632000,0,0,339000,3262000,0,59665000,110232000,6409000,250000,10641000,105000,978000,1000,-450000,1678000,124562000,33000,135389000,1163000,14000,2000,40000,501045000,2600000,202180000,0,107000,4047000,3986000,415000,0,0,1000,9000,26914000,40401000,2254000,5236000,326000,21980000,4879000,124635000,451192200,2000,806000,355981000,194968000,0,67497000,74000,47985000,0,40755000,17253000,1000,33000,22718000,1410000,8000,1368000,43602000,7107000,207987000,583000,0,31000,492988000,285000,97224,22000,2053000,94000,1088000,1406000,1321597000,1086000,12692820000,43490000,167126000,171247000,26506000,33000,1452159000,981000,303000,59529000,1025000,0,48000,5284000,3691000,4000,0,151529000,91352000,204441000,1337887000,5280000,1587000,1000,5199000,570000,1009000,1577000,0,368000,3651000,26079000,0,1989184930,118854000,11000,9535000,0,10815000,37000,11056000,1504000,31000,1000,7186000,0,42338000,9479000,0,23000,5737000,60777000,66655000,13544000,57071000,9403000,0,0,51856000,53694000,1211000,5697000,7910000,259868000,24219000,26227000,0,33000,22240000,17000,1990000,522000,2676000,4582000,470000,68000,0,0,520000,7160000,25371000,213000,61623000,0,0,324000,19539000,-20000,42426000,1035000,1543000,11690000,115944000,15455000,126000,2000,1456000,514000,444000,0,0,5819000,24000,3000,0,2742000,62000,0,427000,6000,168007000,0,62739000,31344000,-593000,28000,357000,0,5129000,45360000,19985000,0,1273000,161983000,0,2000,3298000,26626000,1969000,62754000,558672000,37646000,45000,67239000,68389000,1602000,181022000,58773000,200790000,952000,25000,0,1049647000,17649000,15825000,7086000,0,1297000,37278000,0,1746112000,0,9303000,334529000,18846274000,40245000,20000,219896000,972000,63494000,665147000,2491000,8028000,159000,2147000,0,208045000,36000,16578000,428000,1326000,9000,863000,484000,555000,323000,3112000,66240000,1000,69000,0,12000,0,15000,1078000,2356000,3626000,5000,0,712702000,-834000,736317000,0,0,7054000,17264000,83000,1147000,0,12450000,152909000,19012000,0,1000,2000,1101000,748000,113160000,0,116000,2000,224000,287000,236348000,51000,653000,42338000,735000,44275000,93719000,388000,0,37000,0,0,5000,15196000,2528000,-702000,26929000,0,405000,3214000,1917000,36000,712702000,5964000,483000,8509000,0,0,30000,4100000,2193110000,3.613480580622581e-05,0.144920176801342,0.05798975160402054,False,False,False,False,4470869004.8739195,0.05798975160402054
09/30/2001,415000,17583000,0,28021000,12244000,1516000,24630000,161050000,0,0,581000,4563000,0,91925000,114343000,9292000,350000,10141000,97000,2765000,1000,-450000,2529000,118518000,32000,107287000,713000,11000,99000,53000,542904000,1058000,209695000,0,113000,3595000,5563000,591000,0,0,1000,92000,25339000,42540000,2021000,7919000,394000,18772000,4599000,112525000,471731288,6000,1682000,372244000,286140000,0,71620000,75000,41902000,0,43059000,14811000,1000,33000,26197000,1173000,9000,2048000,44425000,5731000,298965000,850000,0,167000,499987000,398000,96633,50000,1133000,96000,1686000,1733000,1257453000,1164000,14145305000,42610000,170708000,155490000,24964000,42000,1491879000,1706000,437000,52275000,1009000,0,51000,4984000,5600000,4000,0,164068000,94905000,210432000,1438226000,5036000,993000,3000,7858000,133000,1629000,2026000,0,585000,3859000,26800000,0,1972871710,113605000,11000,8583000,0,10247000,101000,10063000,605000,47000,2000,7268000,0,42338000,10042000,0,46000,8262000,73359000,83580000,13922000,64477000,13951000,0,0,84414000,54583000,1226000,6227000,7605000,164006000,22299000,28943000,0,33000,27297000,4000,1993000,664000,3843000,4862000,435000,70000,0,0,512000,8257000,23913000,672000,46574000,0,0,478000,19263000,-799000,42735000,1220000,2098000,2566000,129411000,12838000,61000,6000,1053000,495000,428000,5893000,0,5900000,17000,3000,0,2694000,67000,95000,698000,6000,168684000,0,67307000,31727000,508000,23000,153000,0,5141000,43471000,19299000,0,1556000,136012000,0,4000,4307000,28993000,1683000,71279000,626033000,74784000,822000,65289000,64469000,2051000,183827000,57530000,206573000,1274000,23000,0,1159333000,25358000,15696000,5731000,0,1324000,74144000,0,1751215000,0,8283000,405082000,20727021000,41730000,24000,223270000,1717000,61480000,751424000,3173000,9134000,140000,2332000,0,250550000,44000,16248000,428000,1851000,11000,1083000,746000,537000,567000,4265000,78712000,3000,135000,0,15000,0,16000,1411000,2954000,3626000,14000,0,799300000,267000,737395000,0,0,6949000,14764000,242000,1092000,0,17500000,150948000,22139000,0,0,11000,1164000,825000,117013000,0,169000,1000,338000,433000,257131000,33000,891000,42338000,684000,43318000,95265000,560000,0,47000,0,0,5000,14026000,3234000,-809000,32312000,0,483000,5220000,2835000,45000,799300000,5144000,763000,8346000,0,0,48000,2665000,2165144000,3.606508578347392e-05,0.14392515156844696,0.05759169967884887,False,False,False,False,4462305255.678253,0.05759169967884887
12/31/2001,282000,23247000,0,26993000,12495000,2283000,23083000,157839000,0,9000,895000,4918000,0,73656000,130509000,11944000,452000,6439000,96000,3010000,1000,-450000,3979000,124795000,11000,117816000,631000,8000,136000,66000,509124000,2831000,215869000,0,166000,3396000,6655000,1404000,0,0,1000,109000,26105000,35354000,1967000,10886000,449000,14762000,4594000,125084000,455122850,5000,2523000,345781000,261371000,0,75358000,70000,30371000,3000,36105000,13454000,2000,33000,21342000,881000,24000,2731000,45600000,6579000,274408000,1139000,0,24000,353769000,283000,95812,54000,266000,75000,2582000,1783000,1440718000,868000,14120839000,42233000,164714000,12659000,35595000,52000,1808904000,2011000,811000,70292000,1009000,0,55000,6066000,7390000,7000,0,158846000,98230000,200764000,1567434000,4834000,1758000,6000,10802000,154000,2016000,1694000,0,726000,4477000,32975000,0,1973383310,111618000,11000,10810000,0,5523000,83000,5592000,871000,63000,4000,6292000,0,42338000,10596000,0,46000,5602000,56292000,66716000,14734000,69364000,17382000,0,0,65939000,49625000,2429000,6810000,3854000,158917000,22600000,28345000,0,33000,21148000,4000,1997000,866000,4443000,4068000,420000,50000,0,0,490000,7610000,20386000,213000,69960000,0,0,703000,19397000,-953000,41099000,1190000,2337000,3283000,109051000,16633000,1419000,5000,1274000,476000,753000,12583000,0,6053000,17000,6000,0,2817000,78000,376000,780000,6000,170404000,0,52867000,27174000,-201000,18000,97000,0,5134000,47298000,18510000,0,1399000,170971000,0,5000,4918000,28125000,2198000,56844000,680131000,47374000,932000,58607000,58799000,1719000,178288000,55553000,196287000,977000,22000,0,863864000,32181000,14104000,6579000,0,2500000,47091000,0,1478172000,0,9912000,369140000,20403205000,37835000,25000,217397000,3185000,64132000,647342000,2618000,9063000,117000,2688000,0,189405000,79000,15661000,428000,2300000,31000,847000,1015000,493000,818000,5148000,60992000,257000,189000,0,10000,0,16000,1541000,4033000,3626000,19000,0,693575000,-442000,738814000,3000,0,6649000,13382000,0,1023000,0,21379000,155510000,15638000,0,2000,46000,1005000,581000,107499000,0,247000,1000,407000,580000,275267000,27000,1237000,42338000,677000,45807000,105058000,644000,0,9000,0,0,5000,15754000,2703000,-1233000,20253000,0,479000,6595000,3774000,7000,693575000,5049000,1053000,8205000,0,0,55000,2653000,2445010000,3.4948744160830706e-05,0.13024538734723434,0.05211912418539024,False,False,False,False,4325184392.895108,0.05211912418539024
03/31/2002,300000,5350000,0,27278000,12783000,356000,39554000,159689000,0,0,233000,1297000,0,59497000,107714000,2823000,90000,5822000,97000,2265000,1000,0,1003000,122743000,2000,140007000,626000,4000,33000,13000,531130000,3433000,188341000,0,94000,4121000,783000,617000,376000,0,1000,42000,22379000,33880000,2061000,2946000,619000,18244000,4201000,113652000,449149600,4000,255000,364148000,220413000,0,78650000,67000,47483000,0,34912000,13140000,0,32000,20437000,1429000,25000,684000,50700000,6918000,230919000,307000,0,27000,318073000,281000,96938,29000,484000,96000,897000,2185000,1307335000,880000,14141267000,41690000,153662000,23893000,26177000,13000,1743671000,690000,200000,51450000,1009000,0,19000,6382000,1562000,0,0,157876000,104397000,201131000,1503049000,4611000,2128000,2000,2927000,132000,875000,982000,0,963000,4973000,31776000,0,1990166465,110114000,11000,12326000,14000,8048000,46000,8257000,237000,93000,0,6304000,0,41099000,10834000,0,49000,5645000,57511000,74996000,710000,65918000,4557000,0,0,51685000,49182000,2470000,7420000,3014000,222201000,22637000,34934000,0,32000,19074000,16000,2016000,114000,881000,3766000,400000,34000,0,9000,474000,6741000,21666000,576000,55956000,0,0,172000,24754000,-1046000,41131000,1192000,542000,4834000,116138000,13383000,1404000,4000,3997000,461000,108000,14975000,0,4398000,17000,2000,0,2700000,92000,46000,190000,6000,155888000,0,61847000,27232000,-467000,8000,51000,0,5578000,41953000,23726000,0,1431000,179395000,0,1000,739000,35288000,1649000,45802000,598511000,36459000,0,60083000,61058000,982000,176303000,53584000,196158000,1132000,19000,0,930051000,6286000,13645000,6918000,0,2533000,36178000,0,1858464000,0,6258000,344346000,20616720000,35510000,3000,214514000,753000,59188000,665799000,1495000,9441000,101000,2133000,0,208216000,15000,16169000,428000,461000,14000,505000,288000,-93000,288000,673000,68816000,3000,117000,0,28000,0,16000,254000,3743000,4477000,1000,27000,712508000,-909000,719397000,20000,0,4504000,13211000,0,943000,0,3359000,163458000,16009000,0,1000,0,2751000,-22000,127060000,0,144000,2000,114000,137000,288720000,6000,206000,41099000,681000,49341000,99264000,175000,0,17000,0,0,6000,15755000,1586000,-238000,24476000,0,612000,1455000,992000,10000,712508000,5296000,430000,7924000,0,0,7000,2719000,2245516000,0.00015323977176625122,0.9253109017757305,0.370216304573352,False,False,False,False,18854937145.779865,0.370216304573352
06/30/2002,329000,10540000,0,27605000,13111000,684000,37204000,167947000,0,0,556000,2063000,0,63547000,106065000,5584000,167000,4904000,211000,4864000,0,0,1997000,129854000,2000,125988000,694000,5000,81000,26000,576733000,2966000,210113000,0,131000,13449000,1642000,665000,0,0,0,266000,21095000,32757000,2226000,5848000,505000,17862000,1960000,117744000,441624900,0,618000,376736000,298709000,0,87559000,77000,84003000,0,33998000,14106000,1000,32000,22701000,1438000,25000,1372000,46628000,5689000,305826000,489000,0,48000,564679000,281000,95878,53000,600000,205000,1814000,2284000,1194988000,1937000,15323902000,41951000,166919000,153915000,38474000,23000,1799176000,1442000,377000,80171000,1009000,0,23000,9180000,3362000,2000,0,172513000,103942000,199936000,1596246000,4511000,213000,7000,5809000,94000,1208000,2010000,0,1112000,4848000,26751000,0,1993368526,113834000,12000,9287000,17000,10265000,84000,10190000,484000,133000,3000,6596000,0,41099000,11345000,0,15000,6239000,56952000,82193000,283000,63884000,9125000,0,0,57584000,52662000,2363000,8556000,2801000,183021000,21878000,36676000,0,31000,23904000,5000,2020000,238000,1994000,3936000,290000,28000,0,10000,471000,9645000,20866000,392000,79605000,0,0,342000,21043000,-1088000,42736000,1054000,1195000,3973000,123527000,11992000,1315000,0,960000,451000,267000,16988000,0,5889000,0,4000,0,804000,96000,15000,418000,2000,158913000,0,58415000,26474000,521000,101000,89000,0,5565000,39110000,14561000,0,1379000,220576000,0,1000,1464000,37375000,1551000,56595000,654030000,37679000,0,63399000,63055000,2010000,173982000,51061000,195088000,1288000,18000,0,979846000,12784000,20217000,5689000,0,2464000,37398000,0,2236070000,0,7551000,455102000,22772000000,36381000,3000,211928000,1574000,56759000,692245000,3058000,11289000,93000,2202000,0,229604000,45000,15862000,428000,859000,21000,1036000,559000,-135000,616000,1382000,72513000,61000,219000,0,27000,0,12000,479000,4435000,4477000,2000,233000,740546000,79000,735086000,0,0,4673000,14103000,0,898000,0,6975000,210531000,15801000,0,2000,0,885000,-42000,124290000,0,240000,2000,226000,289000,294396000,14000,426000,41099000,676000,46872000,106466000,392000,0,7000,0,0,2000,20578000,3098000,-363000,23637000,0,507000,2798000,1973000,3000,740546000,4956000,903000,8089000,0,0,10000,3720000,2276313000,3.443877837949704e-05,0.12374772646231108,0.049519753851952134,False,False,False,False,4262545012.164338,0.049519753851952134
09/30/2002,313000,15883000,0,26940000,13113000,1053000,27445000,167822000,0,0,1194000,2089000,0,65186000,102564000,7951000,254000,3161000,186000,6805000,0,0,3100000,125283000,0,120882000,866000,4000,122000,39000,586620000,2307000,212763000,0,174000,11287000,2527000,643000,0,0,0,426000,19370000,32093000,2155000,8602000,447000,19302000,1794000,103717000,442887200,2000,925000,373302000,477690000,0,88850000,72000,64431000,0,33255000,12440000,1000,35000,30493000,1378000,25000,2064000,49777000,3606000,486376000,817000,0,42000,664123000,573000,95637,69000,437000,164000,3152000,3140000,1140389000,1889000,15396413000,42341000,170266000,153082000,28295000,32000,2088867000,2315000,692000,59852000,1009000,0,26000,11486000,5027000,3000,0,167822000,111215000,193877000,1880744000,4149000,0,11000,8545000,83000,1211000,2050000,1000,1734000,5114000,28404000,0,1995862137,102826000,13000,13071000,16000,14938000,77000,14599000,454000,163000,3000,6752000,0,41099000,11763000,0,20000,6576000,50977000,100202000,254000,66279000,12758000,0,0,59253000,65480000,1970000,9592000,2546000,222983000,18159000,34766000,0,35000,32986000,10000,2023000,816000,2898000,4242000,378000,30000,0,10000,467000,8445000,20192000,338000,58031000,0,0,570000,20520000,-1113000,43437000,976000,1749000,4903000,142200000,17452000,1470000,2000,1190000,444000,312000,19927000,0,4265000,188000,5000,0,754000,100000,47000,642000,8000,155448000,0,50682000,25843000,1907000,39000,296000,0,5571000,41397000,13775000,0,1517000,217369000,0,1000,2197000,35212000,1884000,72330000,691284000,37797000,0,78650000,76864000,2050000,176365000,38298000,188763000,1749000,17000,1000,914055000,19100000,19722000,3606000,0,2107000,36600000,0,2267362000,0,11140000,531561000,23520142000,47695000,3000,211329000,3118000,60518000,692751000,3118000,12269000,95000,2032000,153000,238782000,55000,14852000,428000,1371000,25000,1056000,845000,-160000,618000,2092000,90769000,1000,749000,0,22000,0,29000,314000,3586000,4477000,5000,367000,741759000,1465000,723036000,0,0,4035000,12369000,624000,872000,0,10555000,208406000,8678000,0,1000,61000,876000,-78000,119055000,0,312000,0,254000,447000,272303000,12000,650000,41099000,674000,48319000,114621000,546000,148000,11000,0,0,8000,15014000,3175000,-678000,17185000,0,551000,4591000,2895000,3000,741759000,5279000,1266000,8108000,0,0,13000,3035000,2253548000,4.9490346495061466e-05,0.03291060362623384,0.013193935658390573,False,False,False,False,6111337500.398106,0.013193935658390573
12/31/2002,266000,23041000,0,25851000,13222000,1467000,21534000,184880000,0,1000,1787000,2675000,0,65881000,111224000,10983000,303000,5871000,312000,5600000,0,0,4160000,129647000,0,111626000,1075000,3000,165000,51000,577197000,2648000,231938000,2000,123000,12771000,3313000,604000,0,0,0,590000,19980000,30929000,2157000,11604000,451000,18331000,1768000,103438000,456203460,2000,1303000,355156000,515880000,0,92967000,121000,41975000,1000,32397000,12720000,1000,35000,26509000,1436000,35000,2754000,52271000,3230000,526387000,1300000,0,69000,628922000,363000,94335,74000,392000,301000,4060000,3199000,1300208000,184000,17232524000,42172000,182526000,19880000,20691000,39000,1986873000,2502000,842000,68730000,1009000,0,27000,10076000,6798000,9000,0,182188000,111623000,191281000,1791042000,4232000,0,17000,11526000,41000,1619000,1663000,0,1615000,5239000,27857000,0,1998706543,112981000,11000,13074000,17000,14467000,110000,14307000,239000,190000,4000,6829000,0,41099000,12681000,0,18000,7146000,48797000,84420000,182000,74664000,16525000,0,0,60200000,73029000,1744000,10411000,4252000,260144000,19242000,31090000,0,35000,29128000,9000,2024000,1563000,3725000,4204000,131000,21000,0,10000,455000,7365000,19991000,458000,64586000,0,0,726000,19677000,-1027000,42306000,1154000,2254000,5952000,133091000,24972000,515000,2000,1149000,431000,449000,21341000,0,4013000,0,1000,0,876000,93000,47000,767000,11000,167032000,0,49119000,23128000,1669000,107000,385000,0,5570000,48768000,16591000,0,1336000,174048000,0,3000,2840000,31709000,1878000,68168000,738447000,37953000,0,83424000,82344000,1663000,181352000,49827000,186042000,1527000,15000,1000,1162570000,25284000,18028000,3230000,0,1875000,37131000,0,2178693000,0,6294000,550152000,25270632000,54860000,3000,216253000,4039000,68085000,710948000,2534000,10991000,85000,2206000,145000,248301000,103000,16005000,428000,1920000,36000,856000,1119000,-74000,727000,2759000,79471000,1000,933000,0,29000,0,0,331000,2246000,4477000,6000,509000,758824000,1227000,753545000,2000,0,4015000,12667000,459000,841000,0,13758000,166800000,6030000,0,0,61000,691000,-42000,108912000,0,384000,0,412000,607000,257152000,6000,863000,41099000,608000,45606000,109743000,721000,111000,48000,0,0,11000,5156000,2612000,-746000,14500000,0,493000,7575000,3759000,0,758824000,5308000,1579000,8096000,0,2000,41000,3139000,2374932000,4.2359225533676437e-05,0.02418067722005252,0.009697686423341213,False,False,False,False,5235417944.052225,0.009697686423341213
03/31/2003,286000,5612000,0,26538000,12477000,366000,20131000,170595000,0,0,465000,1298000,0,65454000,110905000,3174000,63000,5454000,384000,4339000,0,0,1133000,126311000,0,133205000,1024000,3000,50000,13000,592619000,742000,248198000,0,135000,15437000,726000,597000,0,0,0,167000,19309000,29358000,1890000,3234000,269000,16241000,1875000,113482000,455734900,6000,325000,357074000,547090000,0,102218000,148000,57228000,0,30802000,11417000,0,25000,29155000,1416000,44000,700000,53182000,3235000,562180000,272000,0,17000,992389000,436000,93878,79000,506000,372000,799000,2724000,1169111000,710000,18500118000,41422000,191163000,130457000,28379000,31000,2088949000,608000,150000,60221000,1009000,0,8000,7856000,1844000,8000,0,181091000,111907000,191296000,1864511000,4187000,0,6000,3215000,202000,968000,1400000,0,1260000,5215000,24276000,0,2030038003,109909000,12000,9998000,18000,15701000,55000,15563000,191000,31000,3000,6719000,2000,42306000,12855000,0,13000,7503000,49261000,97744000,142000,70304000,4706000,0,0,60707000,73992000,1697000,11176000,4169000,344680000,22248000,26321000,0,25000,32709000,2000,2032000,485000,888000,3271000,135000,22000,0,9000,380000,7518000,17091000,338000,57353000,0,0,152000,17509000,-85000,43084000,1734000,388000,5437000,129231000,26175000,445000,6000,883000,359000,259000,15191000,0,3747000,0,5000,0,839000,115000,-8000,74000,11000,157264000,0,53632000,21379000,-114000,141000,359000,0,5564000,51120000,14039000,0,1105000,202923000,0,1000,576000,27670000,825000,66899000,732181000,46426000,0,84214000,83403000,1400000,183141000,43616000,186081000,1105000,14000,0,1202215000,6263000,21832000,3235000,0,1845000,45350000,0,2381807000,0,6154000,882562000,27567871000,59911000,0,217471000,670000,70746000,706527000,2124000,11907000,76000,2013000,93000,233432000,6000,16092000,428000,624000,42000,722000,283000,942000,-745000,571000,90932000,1000,203000,0,25000,0,0,239000,2454000,5239000,4000,723000,755175000,1113000,776506000,0,0,3974000,11375000,640000,785000,0,3048000,195420000,9398000,0,0,0,828000,17000,95906000,0,129000,0,93000,162000,262761000,5000,208000,42306000,605000,44333000,112936000,179000,94000,35000,0,0,10000,8798000,2142000,-221000,17761000,0,313000,1231000,885000,2000,755175000,4936000,306000,8122000,0,0,15000,2678000,2293486000,3.8541875587180196e-05,0.020789885477882596,0.008339079316505347,False,False,False,False,4766530725.667062,0.008339079316505347
